place_id,name,rating,user_ratings_total,current_opening_hours,postcode,location_lat,location_lng,viewport_northeast_lat,viewport_northeast_lng,viewport_southwest_lat,viewport_southwest_lng
ChIJN6q9H5lx2jERkK3dKvR3Pbo,Intretech (Malaysia) Sdn Bhd,4.1,72.0,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",81400,1.5738616,103.6504197,1.5745488,103.6516441298927,1.5718,103.6489444701073
ChIJZxIfP_5r2jER1B9bTkqsSBY,CCL Design Johor,3.0,1.0,,81800,1.5502923,103.8256949,1.551642079892722,103.8270718298927,1.548942420107278,103.8243721701073
ChIJsTm6izZz2jERvj1B0In_6ak,AWH International Logistics Sdn Bhd,5.0,2.0,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",79250,1.415235,103.6536414,1.416667679892722,103.6549099298927,1.413968020107278,103.6522102701073
ChIJUQatE29x2jERUx6aPApdxDs,AME Elite Consortium Berhad - Industrial Space Solutions Provider in Malaysia,5.0,2.0,"['Monday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",81400,1.5961477,103.6772497,1.597496629892722,103.6785985298927,1.594796970107278,103.6758988701073
ChIJKzxmjwoT2jEReu4ZREn-5aE,Pejabat Pilihan Raya Negeri Johor (SPR Malaysia),5.0,3.0,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20093:30\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: 8:30\u202fAM\u2009–\u20095:00\u202fPM']",80000,1.460132,103.7589229,1.461494979892722,103.7602796298927,1.458795320107277,103.7575799701073
ChIJmfLv6s512jERrevCkfG-ZK4,JDT Head Quarters,4.7,108.0,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",81550,1.4805809,103.619957,1.481928229892722,103.6213026298927,1.479228570107278,103.6186029701073
ChIJ0zPAQXdx2jERL-pcBk0RI6c,Awesome Logistics Sdn Bhd,5.0,1.0,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']",81100,1.5849438,103.7245511,1.586319579892722,103.7259025298927,1.583619920107278,103.7232028701073
ChIJvZqzjdNQ0DERd-VNm2A5iDo,PPHBM Corporation Sdn Bhd,0.0,0.0,,83000,1.8654082,102.9503538,1.866774779892722,102.9516769298927,1.864075120107278,102.9489772701073
ChIJ3QhPnFNx2jERN1whDppF8-0,Pejabat Majlis Perwakilan Pelajar Universiti Teknologi Malaysia,5.0,1.0,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']",81310,1.5593674,103.6410727,1.560732579892722,103.6424060298927,1.558032920107278,103.6397063701073
ChIJ4RcoJtQK2jER0JfL5pnpaJY,Johor Centre for Construction Development (JCCD),4.5,14.0,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: 8:30\u202fAM\u2009–\u20095:00\u202fPM']",81550,1.4734801,103.5867398,1.474831179892722,103.5880369798927,1.472131520107278,103.5853373201073
