formatted_address
"78, Jalan Dedap 4, Taman Johor Jaya, 81100 Johor Bahru, Johor, Malaysia"
"28-48, Jalan Teratai 4, Taman Johor Jaya, 81100 Johor Bahru, Johor, Malaysia"
